name,country,age,height,role,bat_style,bowl_style,t20_no,t20_runs,t20_avg,t20_sr,t20_50,t20_4s,t20_6s,ipl_no,ipl_runs,ipl_avg,ipl_sr,ipl_50,ipl_4s,ipl_6s,t20_wkts,t20_bowl_econ,t20_bowl_avg,t20_bowl_sr,ipl_wkts,ipl_bowl_econ,ipl_bowl_avg,ipl_bowl_sr,team,year,price
Shashank Singh,India,31,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,69,17.25,146.81,0,5,4,-,-,-,-,0,10.0,0.0,0.0,rajasthan-royals,2019,3000000
Riyan Parag,India,21,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,6,522,16.84,124.88,2,40,22,-,-,-,-,4,10.7,70.0,39.25,rajasthan-royals,2019,2000000
Manan Vohra,India,29,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,2,1073,22.35,131.17,3,103,43,-,-,-,-,-,-,-,-,rajasthan-royals,2019,2000000
Shivam Dube,India,29,,bowling-allrounder,left-handed-bat,right-arm-medium,3,105,17.5,136.36,1,7,6,5,688,24.57,133.33,3,46,38,5,10.05,43.2,25.8,4,9.4,41.5,26.5,royal-challengers-bangalore,2019,50000000
Shimron Hetmyer,West Indies,25,,batsman,left-handed-bat,,4,797,20.97,118.42,4,53,41,17,831,30.78,152.2,3,55,52,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2019,42000000
Akshdeep Nath,India,29,,batting-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,0,90,9.0,91.84,0,7,2,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2019,36000000
Prayas Barman,India,20,,bowling-allrounder,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,0,19,19.0,79.17,0,2,0,-,-,-,-,0,14.0,0.0,0.0,royal-challengers-bangalore,2019,15000000
Gurkeerat Singh Mann,India,32,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,8,511,21.29,121.09,2,55,11,-,-,-,-,5,7.46,19.4,15.6,royal-challengers-bangalore,2019,5000000
Heinrich Klaasen,South Africa,31,,wk-batsman,right-handed-bat,right-arm-offbreak,6,687,24.54,146.79,4,55,31,1,66,13.2,115.79,0,5,1,0,14.0,0.0,0.0,-,-,-,-,royal-challengers-bangalore,2019,5000000
Devdutt Padikkal,India,22,,batsman,left-handed-bat,right-arm-offbreak,0,38,19.0,100.0,0,2,1,1,1260,28.0,124.38,7,135,36,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2019,2000000
Jonny Bairstow,England,33,,wk-batsman,right-handed-bat,right-arm-medium,12,1337,27.85,136.43,8,120,57,3,1291,35.86,142.65,9,133,55,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2019,22000000
Wriddhiman Saha,India,38,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,23,2427,25.28,127.87,11,231,76,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2019,12000000
Martin Guptill,New Zealand,36,,batsman,right-handed-bat,right-arm-offbreak,7,3531,31.81,135.7,20,310,173,1,270,22.5,137.76,1,24,15,0,11.0,0.0,0.0,-,-,-,-,sunrisers-hyderabad,2019,10000000
Piyush Chawla,India,33,,bowling-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,32,584,11.68,111.03,0,54,18,4,6.57,37.75,34.5,157,7.88,27.39,20.85,chennai-super-kings,2020,67500000
Sam Curran,England,24,,bowling-allrounder,left-handed-bat,left-arm-fast-medium,8,158,12.15,130.58,0,8,9,8,337,22.47,149.78,2,30,18,41,7.71,21.76,16.93,32,9.21,31.09,20.25,chennai-super-kings,2020,55000000
Josh Hazlewood,Australia,31,6.43076,bowler,left-handed-bat,right-arm-fast-medium,5,22,11.0,157.14,0,2,1,5,18,0.0,69.23,0,1,0,58,7.69,20.36,15.9,32,8.02,22.94,17.16,chennai-super-kings,2020,20000000
Ravisrinivasan Sai Kishore,India,26,,bowler,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7.56,20.17,16.0,chennai-super-kings,2020,2000000
Shimron Hetmyer,West Indies,25,,batsman,left-handed-bat,,4,797,20.97,118.42,4,53,41,17,831,30.78,152.2,3,55,52,-,-,-,-,-,-,-,-,delhi-capitals,2020,77500000
Marcus Stoinis,Australia,33,,batting-allrounder,right-handed-bat,right-arm-medium,15,803,29.74,147.34,2,69,35,18,1070,26.1,137.36,4,83,48,18,8.61,34.11,23.78,34,9.61,30.82,19.24,delhi-capitals,2020,48000000
Alex Carey,Australia,31,,wk-batsman,left-handed-bat,,5,233,11.1,108.37,0,19,7,1,32,16.0,110.34,0,0,1,-,-,-,-,-,-,-,-,delhi-capitals,2020,24000000
Jason Roy,England,32,,batsman,right-handed-bat,,0,1522,23.78,137.61,8,153,69,2,329,29.91,129.02,2,39,9,-,-,-,-,-,-,-,-,delhi-capitals,2020,15000000
Chris Woakes,England,33,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,125,25.0,145.35,0,7,7,6,78,13.0,101.3,0,7,2,27,7.86,25.19,19.22,30,8.97,21.93,14.67,delhi-capitals,2020,15000000
Mohit Sharma,India,34,,bowler,right-handed-bat,right-arm-fast-medium,2,3,0.0,42.86,0,0,0,12,122,8.13,104.27,0,8,4,6,8.04,30.83,23.0,92,8.45,26.85,19.07,delhi-capitals,2020,5000000
Tushar Deshpande,India,27,,bowler,left-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,21,21.0,175.0,0,2,1,-,-,-,-,4,10.62,63.75,36.0,delhi-capitals,2020,2000000
Lalit Yadav,India,25,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,4,229,25.44,104.57,0,18,7,-,-,-,-,8,7.84,31.38,24.0,delhi-capitals,2020,2000000
Glenn Maxwell,Australia,34,,batting-allrounder,right-handed-bat,right-arm-offbreak,14,2159,28.41,150.98,10,176,106,15,2319,25.48,153.88,13,197,127,39,7.46,27.59,22.18,28,8.24,38.57,28.07,punjab-kings,2020,107500000
Sheldon Cottrell,West Indies,33,,bowler,right-handed-bat,left-arm-fast-medium,6,18,4.5,62.07,0,2,0,0,0,0.0,0.0,0,0,0,50,7.95,23.2,17.52,6,8.8,29.33,20.0,punjab-kings,2020,85000000
Chris Jordan,England,34,6.2,bowler,right-handed-bat,right-arm-fast-medium,22,422,15.07,136.57,0,30,21,3,75,9.38,115.38,0,3,3,95,8.72,27.05,18.62,27,9.32,30.85,19.85,punjab-kings,2020,30000000
Ravi Bishnoi,India,22,,bowler,right-handed-bat,right-arm-legbreak,1,10,10.0,250.0,0,2,0,3,8,4.0,47.06,0,1,0,16,7.09,17.12,14.5,37,7.53,28.7,22.86,punjab-kings,2020,20000000
Deepak Hooda,India,27,,batting-allrounder,right-handed-bat,right-arm-offbreak,3,302,33.56,150.25,0,27,13,14,1236,20.26,132.05,7,77,56,5,4.58,9.0,11.8,10,8.61,50.1,34.9,punjab-kings,2020,5000000
James Neesham,New Zealand,32,,batting-allrounder,left-handed-bat,right-arm-medium,17,688,22.19,159.63,0,49,41,1,92,10.22,98.92,0,6,2,25,9.13,30.12,19.8,8,9.28,41.75,27.0,punjab-kings,2020,5000000
Ishan Porel,India,24,,bowler,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9.75,39.0,24.0,punjab-kings,2020,2000000
Pat Cummins,Australia,29,6.29952,bowler,right-handed-bat,right-arm-fast,11,116,9.67,123.4,0,6,6,11,379,18.95,152.21,3,24,26,55,7.38,24.55,19.96,45,8.54,30.16,21.18,kolkata-knight-riders,2020,155000000
Eoin Morgan,England,36,5.9,batsman,left-handed-bat,right-arm-medium,20,2458,28.58,136.18,14,186,120,13,1405,22.66,122.6,5,112,64,-,-,-,-,-,-,-,-,kolkata-knight-riders,2020,52500000
Tom Banton,England,24,,wk-batsman,right-handed-bat,,0,327,23.36,147.96,2,29,17,0,18,9.0,90.0,0,1,1,-,-,-,-,-,-,-,-,kolkata-knight-riders,2020,10000000
Rahul Tripathi,India,31,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,9,1798,27.66,140.8,10,176,68,-,-,-,-,0,12.0,0.0,0.0,kolkata-knight-riders,2020,6000000
Chris Green,Australia,29,,bowling-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,8.47,0.0,0.0,kolkata-knight-riders,2020,2000000
Nikhil Naik,India,28,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,0,31,7.75,62.0,0,2,0,-,-,-,-,-,-,-,-,kolkata-knight-riders,2020,2000000
Pravin Tambe,India,51,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,4,18,9.0,46.15,0,1,0,-,-,-,-,28,7.75,30.46,23.57,kolkata-knight-riders,2020,2000000
Nathan Coulter-Nile,Australia,35,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,mumbai-indians,2020,80000000
Chris Lynn,Australia,32,,batsman,right-handed-bat,left-arm-orthodox,1,291,19.4,131.67,0,28,14,3,1329,34.08,140.63,10,132,66,-,-,-,-,-,-,-,-,mumbai-indians,2020,20000000
Saurabh Tiwary,India,32,,batsman,left-handed-bat,,-,-,-,-,-,-,-,22,1494,28.73,120.1,8,111,50,-,-,-,-,-,-,-,-,mumbai-indians,2020,5000000
Mohsin Khan,India,24,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,2,23,23.0,143.75,0,2,1,-,-,-,-,14,5.97,14.07,14.14,mumbai-indians,2020,2000000
Robin Uthappa,India,37,,wk-batsman,right-handed-bat,right-arm-medium,2,249,24.9,118.01,1,26,6,17,4952,27.51,130.35,27,481,182,-,-,-,-,-,-,-,-,rajasthan-royals,2020,30000000
Jaydev Unadkat,India,31,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,14,164,13.67,123.31,0,13,6,14,8.68,21.5,14.86,91,8.79,30.53,20.84,rajasthan-royals,2020,30000000
Yashasvi Jaiswal,India,20,,batsman,left-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,0,547,23.78,134.73,3,62,22,-,-,-,-,0,0.0,0.0,0.0,rajasthan-royals,2020,24000000
Kartik Tyagi,India,22,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,3,13,3.25,81.25,0,1,0,-,-,-,-,14,9.47,40.71,25.79,rajasthan-royals,2020,13000000
Tom Curran,England,27,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,7,64,10.67,114.29,0,1,4,5,127,25.4,118.69,1,10,3,29,9.26,31.28,20.28,13,10.84,33.08,18.31,rajasthan-royals,2020,10000000
Andrew Tye,Australia,35,,bowler,right-handed-bat,right-arm-fast-medium,7,83,10.38,109.21,0,5,4,4,91,10.11,119.74,0,6,5,47,8.76,21.21,14.53,42,8.59,23.31,16.29,rajasthan-royals,2020,10000000
Anuj Rawat,India,23,,wk-batsman,left-handed-bat,,-,-,-,-,-,-,-,0,129,14.33,108.4,1,10,7,-,-,-,-,-,-,-,-,rajasthan-royals,2020,8000000
David Miller,South Africa,33,,batsman,left-handed-bat,right-arm-offbreak,34,2149,34.66,144.33,6,141,103,35,2455,36.64,137.69,12,169,113,-,-,-,-,-,-,-,-,rajasthan-royals,2020,7500000
Oshane Thomas,West Indies,25,,bowler,left-handed-bat,right-arm-fast,3,9,2.25,60.0,0,2,0,-,-,-,-,-,-,-,21,9.41,28.67,18.29,5,7.9,15.8,12.0,rajasthan-royals,2020,5000000
Akash Singh,India,20,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9.75,0.0,0.0,rajasthan-royals,2020,2000000
Chris Morris,South Africa,35,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,133,14.78,130.39,1,12,5,23,618,22.07,155.28,2,41,35,34,8.4,20.5,14.65,95,8.01,24.16,18.11,royal-challengers-bangalore,2020,100000000
Aaron Finch,Australia,36,5.70894,batsman,right-handed-bat,left-arm-orthodox,12,3120,34.29,142.53,19,309,125,6,2091,24.89,128.2,15,214,78,0,13.5,0.0,0.0,1,9.35,67.0,43.0,royal-challengers-bangalore,2020,44000000
Kane Richardson,Australia,31,,bowler,right-handed-bat,right-arm-fast-medium,3,17,4.25,100.0,0,0,0,1,36,12.0,92.31,0,2,1,44,8.33,23.3,16.77,19,8.45,24.84,17.63,royal-challengers-bangalore,2020,40000000
Dale Steyn,South Africa,39,,bowler,right-handed-bat,right-arm-fast,6,21,3.5,80.77,0,2,0,15,167,7.59,104.38,0,14,3,64,6.95,18.36,15.86,97,6.92,25.86,22.43,royal-challengers-bangalore,2020,20000000
Isuru Udana,Sri Lanka,34,,bowling-allrounder,right-handed-bat,left-arm-fast-medium,11,256,18.29,137.63,1,16,14,1,15,5.0,136.36,0,1,1,27,8.7,33.89,23.37,8,9.72,35.25,21.75,royal-challengers-bangalore,2020,5000000
Josh Philippe,Australia,25,,wk-batsman,right-handed-bat,,0,138,13.8,109.52,0,8,5,1,78,19.5,101.3,0,9,1,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2020,2000000
Mitchell Marsh,Australia,31,,batting-allrounder,right-handed-bat,right-arm-fast-medium,7,1086,29.35,127.02,6,86,45,2,476,22.67,123.32,2,28,28,15,7.91,23.2,17.6,24,8.01,21.75,16.29,sunrisers-hyderabad,2020,20000000
Priyam Garg,India,21,,batsman,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,251,15.69,115.14,1,15,9,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2020,19000000
Virat Singh,India,24,,batsman,left-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,0,15,7.5,57.69,0,1,0,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2020,19000000
Fabian Allen,West Indies,27,,batting-allrounder,right-handed-bat,left-arm-orthodox,8,267,16.69,136.92,0,15,21,2,14,7.0,73.68,0,1,0,24,7.44,26.92,21.71,2,9.07,68.0,45.0,sunrisers-hyderabad,2020,5000000
Sanjay Yadav,India,27,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,0,0,0.0,0.0,0,0,0,-,-,-,-,0,11.5,0.0,0.0,sunrisers-hyderabad,2020,2000000
Abdul Samad,India,21,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,4,226,14.12,142.14,0,12,14,-,-,-,-,2,12.56,56.5,27.0,sunrisers-hyderabad,2020,2000000
Krishnappa Gowtham,India,34,,bowling-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,6,186,13.29,167.57,0,13,12,-,-,-,-,18,8.26,36.72,26.67,chennai-super-kings,2021,92500000
Moeen Ali,England,35,,batting-allrounder,left-handed-bat,right-arm-offbreak,15,1044,22.7,145.81,7,82,55,3,910,23.33,143.99,5,76,53,40,8.37,27.02,19.38,24,6.79,26.12,23.08,chennai-super-kings,2021,70000000
Cheteshwar Pujara,India,34,,batsman,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,3,390,20.53,99.74,1,50,4,-,-,-,-,-,-,-,-,chennai-super-kings,2021,5000000
Tom Curran,England,27,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,7,64,10.67,114.29,0,1,4,5,127,25.4,118.69,1,10,3,29,9.26,31.28,20.28,13,10.84,33.08,18.31,delhi-capitals,2021,52500000
Steven Smith,Australia,33,,batsman,right-handed-bat,right-arm-legbreak,11,1008,25.2,125.22,4,85,24,21,2485,34.51,128.09,11,225,60,17,7.79,22.24,17.12,0,0.0,0.0,0.0,delhi-capitals,2021,22000000
Sam Billings,England,31,,wk-batsman,right-handed-bat,,5,478,17.07,129.89,2,41,16,1,503,19.35,129.64,3,40,20,-,-,-,-,-,-,-,-,delhi-capitals,2021,20000000
Umesh Yadav,India,35,,bowler,right-handed-bat,right-arm-fast,1,22,22.0,104.76,0,2,0,27,177,9.83,105.36,0,15,8,12,9.33,23.33,15.0,135,8.37,29.02,20.81,delhi-capitals,2021,10000000
Ripal Patel,India,27,,batting-allrounder,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,1,31,15.5,103.33,0,3,1,-,-,-,-,0,7.33,0.0,0.0,delhi-capitals,2021,2000000
Vishnu Vinod,India,28,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,0,19,6.33,73.08,0,1,1,-,-,-,-,-,-,-,-,delhi-capitals,2021,2000000
Lukman Meriwala,India,30,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10.67,32.0,18.0,delhi-capitals,2021,2000000
Shakib Al Hasan,Bangladesh,35,,batting-allrounder,left-handed-bat,left-arm-orthodox,10,2243,23.12,121.84,12,225,47,12,793,19.82,124.49,2,73,21,128,6.83,21.21,18.63,63,7.44,29.19,23.56,kolkata-knight-riders,2021,32000000
Harbhajan Singh,India,42,,bowler,right-handed-bat,right-arm-offbreak,5,108,13.5,124.14,0,11,4,35,833,15.15,137.91,1,79,42,25,6.21,25.32,24.48,150,7.08,26.87,22.77,kolkata-knight-riders,2021,20000000
Ben Cutting,Australia,35,6.29952,bowling-allrounder,right-handed-bat,right-arm-fast-medium,1,40,10.0,148.15,0,2,3,6,238,21.64,168.79,0,15,19,3,10.24,71.67,42.0,10,9.16,42.9,28.1,kolkata-knight-riders,2021,7500000
Karun Nair,India,30,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,5,1496,23.75,127.75,10,161,39,-,-,-,-,-,-,-,-,kolkata-knight-riders,2021,5000000
Pawan Negi,India,29,,bowling-allrounder,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,9,365,14.04,126.3,0,27,16,1,5.33,16.0,18.0,34,7.87,27.62,21.06,kolkata-knight-riders,2021,5000000
Venkatesh Iyer,India,27,,batting-allrounder,left-handed-bat,right-arm-medium,3,133,33.25,162.2,0,15,5,2,552,27.6,120.79,5,54,21,5,8.18,15.0,11.0,3,9.2,38.33,25.0,kolkata-knight-riders,2021,2000000
Sheldon Jackson,India,36,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,2,61,10.17,107.02,0,5,1,-,-,-,-,-,-,-,-,kolkata-knight-riders,2021,2000000
Vaibhav Arora,India,24,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,5,2.5,38.46,0,0,0,-,-,-,-,3,9.2,54.67,35.67,kolkata-knight-riders,2021,2000000
Nathan Coulter-Nile,Australia,35,,bowler,right-handed-bat,right-arm-fast,4,150,13.64,125.0,0,10,10,6,82,6.83,113.89,0,7,4,34,8.27,23.59,17.12,48,7.7,22.92,17.85,mumbai-indians,2021,50000000
Adam Milne,New Zealand,30,,bowler,right-handed-bat,right-arm-fast,9,39,13.0,100.0,0,1,2,2,23,5.75,79.31,0,0,1,36,7.85,26.33,20.14,7,9.48,46.71,29.57,mumbai-indians,2021,32000000
Piyush Chawla,India,33,,bowling-allrounder,left-handed-bat,right-arm-legbreak,0,0,0.0,0.0,0,0,0,32,584,11.68,111.03,0,54,18,4,6.57,37.75,34.5,157,7.88,27.39,20.85,mumbai-indians,2021,24000000
James Neesham,New Zealand,32,,batting-allrounder,left-handed-bat,right-arm-medium,17,688,22.19,159.63,0,49,41,1,92,10.22,98.92,0,6,2,25,9.13,30.12,19.8,8,9.28,41.75,27.0,mumbai-indians,2021,5000000
Marco Jansen,South Africa,22,,bowling-allrounder,right-handed-bat,left-arm-fast,0,12,12.0,70.59,0,1,1,2,9,3.0,90.0,0,0,1,1,9.5,38.0,24.0,9,8.39,35.44,25.33,mumbai-indians,2021,2000000
Jhye Richardson,Australia,26,,bowler,right-handed-bat,right-arm-fast,5,45,15.0,88.24,0,3,1,0,15,7.5,62.5,0,2,0,19,8.42,29.26,20.84,3,10.64,39.0,22.0,punjab-kings,2021,140000000
Riley Meredith,Australia,26,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,0,0.0,0.0,0,0,0,8,9.98,23.5,14.12,12,9.0,33.75,22.5,punjab-kings,2021,80000000
Shahrukh Khan,India,27,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,4,270,19.29,121.62,0,13,19,-,-,-,-,-,-,-,-,punjab-kings,2021,52500000
Moises Henriques,Australia,35,6.135470000000001,batting-allrounder,right-handed-bat,right-arm-fast-medium,4,355,20.88,124.56,2,17,15,18,1000,27.78,126.9,5,87,28,7,8.43,27.71,19.71,42,8.14,30.69,22.62,punjab-kings,2021,42000000
Dawid Malan,England,35,6.0,batsman,left-handed-bat,right-arm-legbreak,8,1748,38.84,135.71,14,178,58,0,26,26.0,100.0,0,1,1,1,13.5,27.0,12.0,-,-,-,-,punjab-kings,2021,15000000
Fabian Allen,West Indies,27,,batting-allrounder,right-handed-bat,left-arm-orthodox,8,267,16.69,136.92,0,15,21,2,14,7.0,73.68,0,1,0,24,7.44,26.92,21.71,2,9.07,68.0,45.0,punjab-kings,2021,7500000
Jalaj Saxena,India,35,,batting-allrounder,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9.0,0.0,0.0,punjab-kings,2021,3000000
Chris Morris,South Africa,35,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,4,133,14.78,130.39,1,12,5,23,618,22.07,155.28,2,41,35,34,8.4,20.5,14.65,95,8.01,24.16,18.11,rajasthan-royals,2021,162500000
Shivam Dube,India,29,,bowling-allrounder,left-handed-bat,right-arm-medium,3,105,17.5,136.36,1,7,6,5,688,24.57,133.33,3,46,38,5,10.05,43.2,25.8,4,9.4,41.5,26.5,rajasthan-royals,2021,44000000
Chetan Sakariya,India,24,,bowler,left-handed-bat,left-arm-fast-medium,1,5,0.0,55.56,0,0,0,1,16,3.2,64.0,0,2,0,1,9.27,34.0,22.0,17,8.1,30.0,22.24,rajasthan-royals,2021,12000000
Mustafizur Rahman,Bangladesh,27,,bowler,left-handed-bat,left-arm-fast-medium,9,68,4.53,76.4,0,3,4,7,12,12.0,54.55,0,0,1,97,7.64,21.95,17.24,46,7.8,29.67,22.83,rajasthan-royals,2021,10000000
Liam Livingstone,England,29,,batsman,right-handed-bat,right-arm-legbreak,5,423,22.26,147.9,0,25,25,3,549,27.45,166.87,4,38,40,15,8.1,27.0,20.0,6,8.96,35.83,24.0,rajasthan-royals,2021,7500000
KC Cariappa,India,28,,bowler,right-handed-bat,right-arm-legbreak,-,-,-,-,-,-,-,2,24,8.0,114.29,0,0,2,-,-,-,-,8,9.67,43.5,27.0,rajasthan-royals,2021,2000000
Akash Singh,India,20,,bowler,right-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,9.75,0.0,0.0,rajasthan-royals,2021,2000000
Kuldip Yadav,India,26,,bowler,left-handed-bat,left-arm-fast-medium,-,-,-,-,-,-,-,1,0,0.0,0.0,0,0,0,-,-,-,-,0,8.0,0.0,0.0,rajasthan-royals,2021,2000000
Kyle Jamieson,New Zealand,27,,bowler,right-handed-bat,right-arm-fast-medium,2,41,20.5,151.85,0,7,0,3,65,16.25,118.18,0,5,3,4,9.8,70.25,43.0,9,9.61,29.89,18.67,royal-challengers-bangalore,2021,150000000
Glenn Maxwell,Australia,34,,batting-allrounder,right-handed-bat,right-arm-offbreak,14,2159,28.41,150.98,10,176,106,15,2319,25.48,153.88,13,197,127,39,7.46,27.59,22.18,28,8.24,38.57,28.07,royal-challengers-bangalore,2021,142500000
Daniel Christian,Australia,39,,bowling-allrounder,right-handed-bat,right-arm-fast-medium,6,118,14.75,126.88,0,7,6,9,460,14.38,115.58,0,23,19,13,8.56,30.62,21.46,38,8.1,31.37,23.24,royal-challengers-bangalore,2021,48000000
Sachin Baby,India,33,,batsman,left-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,2,144,16.0,122.03,0,11,5,-,-,-,-,2,4.8,4.0,5.0,royal-challengers-bangalore,2021,2000000
Rajat Patidar,India,29,,batsman,right-handed-bat,right-arm-offbreak,-,-,-,-,-,-,-,1,404,40.4,144.29,2,30,21,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2021,2000000
Suyash Prabhudessai,India,24,,batsman,right-handed-bat,,-,-,-,-,-,-,-,0,67,13.4,113.56,0,7,2,-,-,-,-,-,-,-,-,royal-challengers-bangalore,2021,2000000
Kedar Jadhav,India,37,,batting-allrounder,right-handed-bat,right-arm-offbreak,0,122,20.33,123.23,1,12,3,26,1196,22.15,123.17,4,101,40,-,-,-,-,-,-,-,-,sunrisers-hyderabad,2021,20000000
Jagadeesha Suchith,India,28,,bowler,left-handed-bat,left-arm-orthodox,-,-,-,-,-,-,-,6,70,17.5,114.75,0,6,3,-,-,-,-,19,8.6,31.68,22.11,sunrisers-hyderabad,2021,3000000
Robin Uthappa,India,37,,wk-batsman,right-handed-bat,right-arm-medium,2,249,24.9,118.01,1,26,6,17,4952,27.51,130.35,27,481,182,-,-,-,-,-,-,-,-,chennai-super-kings,2022,20000000
Dwayne Bravo,West Indies,39,,batting-allrounder,right-handed-bat,right-arm-fast-medium,17,1255,22.02,115.14,4,73,55,44,1560,22.61,129.57,5,121,66,78,8.12,26.1,19.29,183,8.39,23.83,17.04,chennai-super-kings,2022,44000000
Ambati Rayudu,India,37,,batsman,right-handed-bat,right-arm-offbreak,1,42,10.5,84.0,0,5,0,30,4190,28.9,127.12,22,349,164,-,-,-,-,-,-,-,-,chennai-super-kings,2022,67500000
Deepak Chahar,India,30,,bowler,right-handed-bat,right-arm-medium,5,53,53.0,203.85,0,4,4,5,79,11.29,138.6,0,2,6,29,8.17,24.24,17.79,59,7.8,29.19,22.44,chennai-super-kings,2022,140000000
N Jagadeesan,India,26,,wk-batsman,right-handed-bat,,-,-,-,-,-,-,-,1,73,24.33,110.61,0,7,1,-,-,-,-,-,-,-,-,chennai-super-kings,2022,2000000
KM Asif,India,29,,bowler,right-handed-bat,right-arm-medium,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,11.39,23.25,12.25,chennai-super-kings,2022,2000000
Tushar Deshpande,India,27,,bowler,left-handed-bat,right-arm-medium,-,-,-,-,-,-,-,1,21,21.0,175.0,0,2,1,-,-,-,-,4,10.62,63.75,36.0,chennai-super-kings,2022,2000000
Shivam Dube,India,29,,bowling-allrounder,left-handed-bat,right-arm-medium,3,105,17.5,136.36,1,7,6,5,688,24.57,133.33,3,46,38,5,10.05,43.2,25.8,4,9.4,41.5,26.5,chennai-super-kings,2022,40000000
Chris Jordan,England,34,6.2,bowler,right-handed-bat,right-arm-fast-medium,22,422,15.07,136.57,0,30,21,3,75,9.38,115.38,0,3,3,95,8.72,27.05,18.62,27,9.32,30.85,19.85,chennai-super-kings,2022,36000000
Maheesh Theekshana,Sri Lanka,22,,bowler,right-handed-bat,right-arm-offbreak,6,31,5.17,93.94,0,1,2,1,7,7.0,100.0,0,0,1,31,6.56,25.87,23.65,12,7.46,21.75,17.5,chennai-super-kings,2022,7000000
Simarjeet Singh,India,24,,bowler,right-handed-bat,right-arm-fast-medium,-,-,-,-,-,-,-,2,7,7.0,87.5,0,0,0,-,-,-,-,4,7.67,34.5,27.0,chennai-super-kings,2022,2000000
Devon Conway,South Africa,31,,wk-batsman,left-handed-bat,right-arm-medium,8,1170,48.75,130.58,8,110,31,1,252,42.0,145.66,3,22,12,-,-,-,-,-,-,-,-,chennai-super-kings,2022,10000000
